ticket_id,customer_id,created_at,category,priority,status,resolution_hours
8015089,106932,2026-04-14 02:06:00,delivery,low,closed,26.3
8015090,108195,2025-06-03 02:15:00,delivery,low,resolved,7.2
8015091,108715,2025-03-08 15:11:00,delivery,normal,in_progress,
8015092,105685,2025-03-31 10:19:00,account,high,in_progress,
8015093,108615,2025-09-18 14:57:00,payment,normal,resolved,5.8
8015094,104646,2025-07-16 18:59:00,product,low,closed,5.1
8015095,104461,2026-02-03 01:09:00,payment,normal,closed,8.6
8015096,101293,2026-04-25 22:25:00,return,normal,resolved,20.7
8015097,105301,2026-05-28 15:34:00,product,normal,open,
8015098,106499,2025-02-06 08:14:00,delivery,low,open,
8015099,102681,2025-07-11 10:53:00,product,normal,resolved,3.1
8015100,106127,2025-12-11 02:50:00,product,normal,resolved,6.1
8015101,109023,2025-10-01 14:49:00,account,normal,resolved,4.5
8015102,101880,2026-04-24 12:17:00,payment,normal,resolved,5.7
8015103,101872,2026-01-12 04:07:00,delivery,low,resolved,4.4
8015104,108186,2025-12-17 01:45:00,return,normal,in_progress,
8015105,106973,2025-12-24 23:57:00,payment,normal,closed,1.5
8015106,100680,2026-02-02 12:25:00,return,normal,in_progress,
8015107,106744,2026-03-29 06:59:00,account,low,closed,22.9
8015108,108413,2025-03-18 10:08:00,account,normal,closed,10.9
8015109,108605,2026-03-27 17:02:00,payment,normal,resolved,5.0
8015110,104979,2025-04-07 01:29:00,account,low,resolved,24.8
8015111,109797,2025-11-30 11:41:00,return,normal,in_progress,
8015112,104658,2025-11-23 02:36:00,product,normal,open,
8015113,103940,2025-05-16 06:06:00,product,normal,closed,20.2
8015114,104404,2026-03-02 02:16:00,payment,high,closed,25.7
8015115,102618,2025-02-17 22:27:00,account,high,resolved,15.4
8015116,108469,2026-03-05 20:29:00,return,normal,resolved,22.4
8015117,108384,2025-08-18 22:35:00,product,low,resolved,6.2
8015118,100578,2025-12-06 20:26:00,payment,low,in_progress,
8015119,101161,2025-12-05 23:20:00,delivery,normal,resolved,10.1
8015120,107538,2025-05-11 14:07:00,return,low,open,
8015121,106760,2025-02-14 22:44:00,delivery,low,resolved,3.8
8015122,107740,2025-01-16 14:29:00,product,normal,resolved,15.9
8015123,106943,2025-02-15 15:07:00,payment,normal,resolved,14.6
8015124,103766,2025-07-12 01:44:00,return,normal,resolved,3.8
8015125,103008,2026-04-27 21:47:00,return,high,closed,3.1
8015126,106186,2025-05-24 21:27:00,product,normal,resolved,19.3
8015127,106387,2025-05-14 12:00:00,product,normal,closed,7.2
8015128,108906,2026-01-08 03:20:00,payment,low,resolved,7.8
8015129,107648,2025-10-11 03:56:00,product,high,closed,6.6
8015130,108286,2025-01-20 16:17:00,product,low,closed,17.3
8015131,107841,2026-05-17 18:56:00,return,normal,in_progress,
8015132,101123,2026-02-28 07:04:00,return,low,resolved,5.8
8015133,101125,2025-03-19 21:02:00,account,low,open,
8015134,105765,2025-07-09 18:53:00,account,normal,closed,14.5
8015135,109554,2026-04-26 07:43:00,delivery,low,open,
8015136,101474,2026-06-09 14:57:00,return,normal,closed,7.4
8015137,106216,2025-07-08 10:38:00,product,normal,closed,2.6
8015138,105005,2025-09-11 14:20:00,return,normal,closed,6.0
8015139,101623,2025-11-03 06:43:00,account,high,closed,3.7
8015140,100612,2025-09-13 19:48:00,product,low,closed,10.5
8015141,105275,2026-05-05 12:59:00,return,high,closed,13.1
8015142,107737,2026-05-25 16:35:00,product,normal,open,
8015143,100708,2025-09-07 09:41:00,delivery,normal,resolved,13.7
8015144,103310,2025-07-07 12:23:00,return,normal,resolved,6.9
8015145,108771,2025-12-27 07:31:00,payment,high,open,
8015146,100408,2025-02-26 00:26:00,payment,normal,closed,5.9
8015147,109033,2025-02-28 07:29:00,account,normal,in_progress,
8015148,101955,2025-02-11 22:48:00,product,high,resolved,4.7
8015149,106273,2025-01-19 10:46:00,delivery,low,resolved,9.6
8015150,102308,2025-10-24 16:13:00,payment,high,resolved,10.9
8015151,103820,2025-01-12 16:14:00,delivery,normal,closed,11.0
8015152,106347,2025-08-24 12:39:00,payment,low,resolved,14.5
8015153,105427,2026-02-16 07:20:00,payment,normal,resolved,11.0
8015154,103841,2026-01-15 05:34:00,delivery,low,resolved,2.8
8015155,104698,2025-09-17 14:35:00,payment,high,in_progress,
8015156,100552,2025-09-28 01:38:00,delivery,normal,closed,21.3
8015157,101137,2025-04-11 01:01:00,return,low,closed,11.8
8015158,102487,2025-12-18 08:18:00,payment,normal,resolved,20.1
8015159,106784,2025-09-15 02:28:00,delivery,low,resolved,5.8
8015160,104958,2025-06-23 13:45:00,account,normal,resolved,4.9
8015161,101801,2025-01-02 20:44:00,return,normal,closed,7.8
8015162,106535,2025-05-02 17:23:00,delivery,high,resolved,11.4
8015163,102020,2025-04-27 00:40:00,delivery,low,resolved,1.8
8015164,108270,2026-01-02 00:53:00,delivery,normal,closed,24.7
8015165,107672,2025-02-18 23:45:00,payment,normal,closed,6.3
8015166,106114,2025-04-23 14:03:00,product,low,closed,4.3
8015167,103161,2026-02-12 04:10:00,delivery,normal,closed,9.9
8015168,105545,2025-05-03 22:47:00,delivery,high,open,
8015169,101680,2026-06-24 05:32:00,account,low,in_progress,
8015170,108455,2025-03-25 03:53:00,payment,high,resolved,7.1
8015171,103621,2026-06-30 22:03:00,account,low,closed,17.9
8015172,108693,2025-10-24 15:41:00,return,low,resolved,14.7
8015173,100626,2025-03-06 10:34:00,delivery,low,resolved,2.9
8015174,105588,2025-08-15 01:22:00,return,low,closed,10.2
8015175,102885,2025-11-07 23:44:00,product,low,in_progress,
8015176,107102,2025-05-25 15:30:00,account,low,in_progress,
8015177,101283,2025-06-27 03:20:00,account,low,closed,14.2
8015178,108827,2025-01-24 23:28:00,delivery,normal,closed,18.0
8015179,109931,2025-07-10 10:18:00,return,low,closed,14.8
8015180,104125,2025-09-16 16:54:00,account,normal,closed,9.6
8015181,100166,2025-03-18 10:54:00,payment,low,resolved,6.3
8015182,108263,2025-07-17 00:51:00,return,normal,resolved,9.8
8015183,108378,2026-02-23 05:55:00,return,normal,closed,1.7
8015184,109732,2025-08-31 04:47:00,delivery,high,closed,2.7
8015185,103359,2026-04-29 04:20:00,delivery,low,resolved,9.6
8015186,104666,2025-01-04 10:29:00,return,low,resolved,4.3
8015187,101687,2025-06-01 17:01:00,product,urgent,closed,19.4
8015188,106830,2026-05-19 01:54:00,return,normal,resolved,17.0
8015189,102386,2025-05-22 14:36:00,payment,normal,closed,13.6
8015190,105099,2025-12-21 13:39:00,account,normal,resolved,9.7
8015191,106826,2025-05-28 11:26:00,account,low,closed,3.5
8015192,103334,2025-11-22 20:10:00,return,normal,closed,3.1
8015193,105339,2025-04-01 11:09:00,product,normal,open,
8015194,106116,2026-04-16 21:40:00,product,normal,resolved,8.5
8015195,108217,2025-09-27 04:27:00,payment,high,closed,7.1
8015196,102265,2025-05-12 16:06:00,payment,low,closed,5.9
8015197,107999,2026-02-04 17:45:00,delivery,normal,closed,11.4
8015198,104708,2026-06-05 01:37:00,delivery,normal,resolved,26.5
8015199,102120,2025-05-11 05:31:00,account,normal,resolved,8.3
8015200,103397,2025-05-08 00:17:00,product,urgent,closed,7.3
8015201,108346,2026-03-16 15:37:00,payment,normal,closed,16.7
8015202,106428,2025-05-30 15:34:00,return,low,closed,6.7
8015203,109444,2025-10-21 17:29:00,account,normal,resolved,19.4
8015204,100940,2025-04-28 04:18:00,product,high,closed,20.2
8015205,108868,2026-05-08 13:02:00,product,normal,resolved,5.0
8015206,109581,2026-04-01 03:46:00,product,normal,closed,13.5
8015207,101101,2025-09-11 09:22:00,return,normal,in_progress,
8015208,108314,2025-09-22 20:00:00,payment,low,in_progress,
8015209,106285,2026-01-03 23:28:00,payment,normal,open,
8015210,100794,2025-03-29 21:50:00,return,normal,closed,7.0
8015211,100362,2026-04-05 18:49:00,product,normal,resolved,7.7
8015212,105203,2026-03-29 20:09:00,account,low,resolved,5.6
8015213,100740,2025-02-20 23:26:00,account,high,resolved,9.5
8015214,108655,2025-12-15 11:43:00,account,normal,resolved,7.3
8015215,107039,2025-08-30 01:38:00,return,normal,in_progress,
8015216,100389,2025-11-27 12:28:00,account,high,open,
8015217,107733,2025-11-13 01:47:00,payment,low,closed,12.0
8015218,105908,2025-03-10 12:23:00,payment,low,in_progress,
8015219,109628,2025-03-27 21:47:00,return,normal,resolved,17.1
8015220,108976,2026-03-06 21:20:00,product,normal,resolved,8.1
8015221,103732,2025-11-20 13:09:00,product,normal,resolved,14.8
8015222,100627,2025-05-16 05:48:00,account,low,resolved,9.9
8015223,106277,2026-05-03 05:24:00,delivery,low,closed,9.1
8015224,108459,2026-04-19 04:28:00,payment,low,resolved,6.8
8015225,104390,2026-03-28 17:50:00,product,normal,closed,4.2
8015226,103606,2025-10-26 22:30:00,delivery,low,closed,12.8
8015227,100056,2025-08-19 15:25:00,delivery,high,resolved,13.1
8015228,104986,2026-06-24 04:03:00,return,high,resolved,11.6
8015229,105679,2025-08-31 23:51:00,payment,low,resolved,6.3
8015230,100531,2025-03-01 02:38:00,product,high,in_progress,
8015231,108427,2025-03-10 23:24:00,payment,low,resolved,9.3
8015232,102661,2026-04-30 23:19:00,return,high,resolved,16.2
8015233,100282,2025-07-17 10:02:00,delivery,normal,in_progress,
8015234,103731,2026-05-01 17:38:00,product,low,open,
8015235,104392,2025-03-28 09:10:00,return,normal,resolved,6.9
8015236,101700,2025-03-11 17:45:00,return,low,closed,46.3
8015237,102919,2025-04-22 01:26:00,return,normal,resolved,3.2
8015238,100344,2026-01-25 20:35:00,payment,normal,closed,3.3
8015239,103648,2026-04-09 02:20:00,payment,normal,resolved,21.0
8015240,103804,2025-06-10 03:06:00,return,high,open,
8015241,107592,2025-07-16 19:00:00,product,normal,closed,2.6
8015242,103015,2025-06-18 03:52:00,delivery,low,open,
8015243,106972,2025-12-15 09:25:00,account,normal,open,
8015244,106093,2025-05-28 17:20:00,return,normal,closed,3.8
8015245,103883,2025-12-03 10:45:00,product,normal,closed,12.0
8015246,106120,2025-12-03 18:04:00,delivery,high,open,
8015247,100625,2026-05-18 22:46:00,payment,normal,in_progress,
8015248,100715,2025-02-28 05:21:00,delivery,low,resolved,13.2
8015249,109819,2025-10-12 06:14:00,delivery,normal,closed,3.3
8015250,104839,2025-08-19 19:55:00,delivery,low,closed,11.6
8015251,103904,2025-06-25 13:33:00,product,normal,closed,3.9
8015252,104709,2025-05-06 01:52:00,return,normal,resolved,10.8
8015253,103284,2025-06-01 16:34:00,account,high,resolved,6.4
8015254,108648,2025-08-11 11:34:00,payment,normal,resolved,7.5
8015255,109362,2025-08-13 16:15:00,product,normal,resolved,46.2
8015256,108614,2025-12-10 21:24:00,delivery,low,closed,6.8
8015257,107444,2026-01-21 11:54:00,account,low,closed,12.1
8015258,107794,2025-01-02 23:01:00,payment,high,resolved,10.9
8015259,102573,2025-05-21 19:58:00,return,low,closed,14.0
8015260,103954,2025-02-15 19:45:00,account,normal,closed,7.7
8015261,101057,2025-09-24 02:15:00,payment,normal,closed,7.8
8015262,101309,2025-10-11 18:19:00,delivery,low,resolved,4.3
8015263,104665,2025-02-26 10:50:00,product,normal,in_progress,
8015264,105751,2025-08-29 20:41:00,return,low,closed,9.6
8015265,108995,2025-04-08 19:23:00,account,low,resolved,16.3
8015266,103550,2025-01-24 02:02:00,account,low,resolved,15.4
8015267,106993,2026-02-23 03:59:00,return,normal,closed,12.3
8015268,101171,2025-11-29 21:47:00,return,low,in_progress,
8015269,102820,2026-04-21 23:26:00,return,low,open,
8015270,108774,2026-03-18 06:36:00,delivery,low,resolved,14.9
8015271,100836,2025-12-21 19:50:00,product,normal,resolved,58.2
8015272,106523,2026-02-02 07:46:00,account,normal,resolved,4.7
8015273,100582,2025-09-14 06:26:00,account,high,closed,15.9
8015274,109773,2025-12-12 02:34:00,product,low,closed,6.5
8015275,108841,2025-06-10 01:00:00,delivery,low,resolved,15.2
8015276,107631,2026-04-07 05:12:00,return,normal,resolved,10.5
8015277,105567,2026-01-21 11:17:00,account,normal,resolved,7.3
8015278,107755,2025-12-28 01:16:00,product,low,resolved,3.5
8015279,108895,2025-10-01 12:28:00,return,normal,resolved,9.6
8015280,102251,2025-01-12 11:31:00,delivery,low,resolved,12.7
8015281,109562,2025-01-21 14:57:00,return,normal,resolved,8.2
8015282,105261,2025-12-28 12:19:00,delivery,normal,resolved,3.4
8015283,106074,2025-01-12 19:08:00,delivery,high,closed,15.2
8015284,106204,2025-10-19 08:54:00,product,low,closed,3.2
8015285,105382,2026-01-12 03:51:00,return,normal,resolved,11.4
8015286,105815,2026-01-04 00:11:00,payment,high,resolved,37.3
8015287,105242,2025-12-02 17:14:00,delivery,low,resolved,4.8
8015288,103957,2025-09-02 03:43:00,account,low,closed,3.7
8015289,101339,2026-05-25 22:07:00,payment,high,resolved,12.4
8015290,105391,2025-07-28 07:51:00,return,normal,closed,6.8
8015291,107629,2026-04-08 10:25:00,delivery,normal,closed,21.9
8015292,107656,2025-01-29 07:11:00,payment,low,resolved,26.8
8015293,103115,2025-06-03 12:22:00,return,normal,resolved,2.6
8015294,103290,2025-07-05 00:33:00,delivery,normal,in_progress,
8015295,105991,2025-09-12 14:07:00,payment,normal,closed,32.4
8015296,103632,2025-11-13 12:38:00,account,normal,closed,10.8
8015297,108582,2026-01-31 17:50:00,account,normal,closed,15.1
8015298,107888,2026-02-06 08:25:00,delivery,normal,closed,2.7
8015299,100430,2025-02-26 06:20:00,account,normal,closed,15.8
8015300,107496,2025-11-13 19:03:00,delivery,high,closed,19.3
8015301,101488,2026-01-21 18:24:00,payment,high,closed,15.0
8015302,107728,2026-06-21 00:51:00,payment,low,closed,8.2
8015303,104016,2025-06-16 23:28:00,account,low,closed,6.4
8015304,107962,2025-01-05 03:27:00,delivery,normal,closed,5.8
8015305,107445,2025-07-09 16:51:00,delivery,high,closed,5.7
8015306,105352,2025-10-17 23:11:00,account,high,closed,2.5
8015307,109195,2025-06-28 20:13:00,return,normal,closed,4.1
8015308,108742,2025-02-25 12:00:00,payment,low,closed,14.0
8015309,105454,2025-10-25 01:25:00,delivery,normal,resolved,6.8
8015310,100242,2026-06-11 23:39:00,payment,low,open,
8015311,105896,2025-11-09 00:41:00,product,normal,closed,5.7
8015312,101446,2026-03-09 18:20:00,delivery,high,resolved,18.2
8015313,107514,2025-10-27 22:59:00,return,high,open,
8015314,103382,2025-06-16 07:49:00,delivery,normal,resolved,11.9
8015315,109530,2026-04-24 20:49:00,account,low,resolved,13.6
8015316,109812,2025-06-02 16:58:00,delivery,low,resolved,2.4
8015317,100483,2025-02-13 07:29:00,account,high,in_progress,
8015318,102403,2025-06-02 10:47:00,return,low,open,
8015319,107907,2025-01-06 02:48:00,delivery,low,in_progress,
8015320,108008,2025-04-18 11:42:00,product,low,in_progress,
8015321,103530,2025-05-09 11:30:00,product,high,closed,17.8
8015322,102547,2025-03-06 02:15:00,delivery,normal,open,
8015323,102396,2025-12-27 15:55:00,product,normal,open,
8015324,104075,2026-01-12 09:21:00,delivery,low,closed,8.0
8015325,109282,2025-09-27 03:57:00,payment,high,closed,9.3
8015326,105311,2025-05-21 23:20:00,product,low,closed,9.1
8015327,107092,2025-01-22 16:45:00,return,normal,closed,5.5
8015328,107271,2025-10-25 04:32:00,product,normal,resolved,4.7
8015329,107476,2025-07-19 11:54:00,account,low,resolved,5.8
8015330,108437,2025-09-12 22:33:00,payment,urgent,in_progress,
8015331,105093,2026-05-09 03:40:00,payment,normal,closed,8.3
8015332,109650,2025-04-05 03:53:00,product,normal,resolved,48.1
8015333,104470,2025-11-28 09:04:00,return,high,closed,7.2
8015334,108075,2026-01-18 19:31:00,account,normal,resolved,9.5
8015335,100202,2026-01-16 03:46:00,product,high,open,
8015336,102153,2026-01-16 09:17:00,payment,high,in_progress,
8015337,104302,2025-06-01 21:10:00,delivery,urgent,closed,22.3
8015338,105684,2026-05-08 20:30:00,return,normal,resolved,1.8
8015339,105350,2025-05-23 16:45:00,delivery,normal,resolved,5.0
8015340,104485,2025-12-14 02:19:00,product,normal,resolved,5.4
8015341,109574,2025-03-28 19:09:00,account,low,resolved,12.3
8015342,105144,2025-05-14 17:44:00,account,normal,resolved,7.8
8015343,109339,2025-06-24 14:10:00,payment,high,in_progress,
8015344,100707,2025-05-25 00:48:00,account,low,resolved,2.6
8015345,105558,2026-03-01 09:54:00,delivery,high,resolved,7.9
8015346,103756,2025-06-11 16:59:00,payment,normal,resolved,19.7
8015347,100697,2025-01-04 05:30:00,product,normal,resolved,8.3
8015348,101896,2025-07-04 00:17:00,delivery,urgent,closed,11.5
8015349,109657,2025-03-12 12:53:00,product,normal,closed,6.3
8015350,107616,2025-12-26 07:17:00,product,normal,closed,15.1
8015351,109632,2025-09-25 03:13:00,account,normal,resolved,4.7
8015352,107942,2026-02-11 15:40:00,product,low,resolved,7.8
8015353,102487,2026-04-15 00:57:00,account,low,closed,9.4
8015354,105929,2025-08-08 16:30:00,return,low,closed,7.9
8015355,108831,2025-01-14 04:37:00,delivery,normal,open,
8015356,103572,2025-05-03 09:46:00,account,normal,closed,6.9
8015357,108465,2025-10-20 18:56:00,delivery,urgent,closed,8.7
8015358,102349,2026-03-01 03:18:00,account,urgent,closed,14.6
8015359,101698,2025-12-06 11:17:00,payment,high,resolved,6.8
8015360,102595,2025-05-12 14:33:00,return,high,open,
8015361,105637,2025-07-23 00:21:00,product,low,in_progress,
8015362,102912,2026-04-16 05:54:00,account,normal,open,
8015363,106767,2025-11-24 20:52:00,delivery,low,resolved,7.0
8015364,109407,2025-05-12 21:24:00,delivery,high,resolved,7.7
8015365,104637,2025-09-12 03:10:00,delivery,normal,resolved,11.3
8015366,102803,2025-05-15 04:36:00,delivery,normal,in_progress,
8015367,107475,2025-02-10 00:10:00,payment,high,resolved,4.7
8015368,100699,2025-11-24 15:14:00,payment,low,resolved,3.3
8015369,101122,2025-01-10 09:39:00,return,normal,resolved,12.3
8015370,100175,2026-01-26 23:25:00,account,high,closed,6.8
8015371,103775,2025-07-02 22:20:00,delivery,normal,resolved,15.3
8015372,100065,2025-10-31 00:53:00,account,low,resolved,5.7
8015373,105861,2025-09-23 15:25:00,product,high,resolved,23.4
8015374,101551,2025-10-12 14:19:00,account,low,closed,13.2
8015375,101684,2025-07-29 18:03:00,product,normal,resolved,8.9
8015376,103959,2025-06-20 09:58:00,account,low,closed,7.6
8015377,104973,2025-08-23 14:19:00,return,normal,resolved,7.3
8015378,101054,2026-01-25 18:13:00,payment,normal,resolved,13.0
8015379,109346,2025-06-28 18:01:00,delivery,high,resolved,21.3
8015380,108866,2026-01-08 09:01:00,delivery,low,in_progress,
8015381,106575,2025-09-20 18:24:00,return,normal,closed,16.8
8015382,100999,2025-04-08 22:29:00,account,low,resolved,6.1
8015383,106903,2026-05-18 02:22:00,account,normal,resolved,8.9
8015384,106778,2026-05-30 16:48:00,payment,normal,resolved,20.7
8015385,109746,2025-01-11 06:58:00,payment,low,resolved,6.9
8015386,102872,2026-02-27 13:23:00,product,normal,resolved,14.5
8015387,106568,2026-04-25 17:18:00,payment,low,in_progress,
8015388,101875,2026-01-27 06:43:00,payment,normal,resolved,2.8
8015389,104595,2025-07-11 08:26:00,payment,low,closed,8.9
8015390,108327,2026-03-21 19:27:00,delivery,normal,closed,17.7
8015391,107061,2025-12-23 07:31:00,product,low,resolved,3.6
8015392,105714,2025-08-09 22:33:00,product,low,in_progress,
8015393,104442,2025-08-01 07:30:00,product,high,closed,17.0
8015394,109396,2025-11-17 14:52:00,product,high,resolved,8.4
8015395,108937,2026-06-07 12:38:00,return,low,resolved,9.4
8015396,108431,2026-03-09 17:50:00,payment,normal,resolved,5.5
8015397,106481,2025-11-05 18:04:00,return,high,resolved,16.2
8015398,108871,2025-01-10 23:49:00,product,normal,closed,5.7
8015399,101907,2025-03-31 04:35:00,payment,low,resolved,3.2
8015400,103891,2026-06-19 08:03:00,payment,low,resolved,30.4
8015401,103245,2026-02-24 12:07:00,return,low,closed,10.0
8015402,101800,2025-03-02 10:51:00,delivery,normal,closed,22.6
8015403,101150,2026-03-18 09:07:00,product,normal,open,
8015404,107786,2026-04-22 06:49:00,delivery,normal,resolved,6.3
8015405,106573,2026-03-14 05:29:00,payment,urgent,in_progress,
8015406,102043,2026-04-14 20:09:00,return,normal,resolved,16.5
8015407,103443,2025-10-07 21:33:00,payment,low,resolved,3.5
8015408,100974,2025-10-02 03:11:00,product,high,closed,16.0
8015409,103539,2026-01-17 22:12:00,account,normal,resolved,6.2
8015410,101671,2026-05-10 22:36:00,delivery,low,resolved,3.0
8015411,104887,2025-05-02 05:55:00,payment,high,in_progress,
8015412,109549,2025-06-20 00:41:00,account,normal,resolved,4.5
8015413,101728,2025-08-11 15:26:00,return,low,closed,5.5
8015414,101337,2025-10-22 20:43:00,return,high,closed,15.7
8015415,104859,2026-05-29 05:54:00,return,low,closed,11.5
8015416,108408,2025-11-27 18:51:00,payment,normal,closed,21.4
8015417,102672,2026-04-18 06:10:00,payment,low,closed,7.6
8015418,105494,2025-05-14 14:34:00,payment,normal,closed,2.2
8015419,103408,2026-06-26 00:11:00,payment,low,resolved,12.4
8015420,109814,2025-10-27 04:17:00,return,low,closed,9.3
8015421,100644,2025-02-20 23:51:00,delivery,high,closed,10.6
8015422,100279,2025-10-06 21:41:00,account,urgent,in_progress,
8015423,103720,2025-02-21 13:16:00,payment,low,closed,8.2
8015424,103740,2025-04-10 02:00:00,account,low,in_progress,
8015425,107322,2025-12-30 07:52:00,return,high,closed,8.4
8015426,105635,2026-04-22 05:16:00,product,normal,closed,21.9
8015427,103897,2025-12-17 17:43:00,account,low,closed,8.0
8015428,103220,2025-02-28 02:31:00,account,normal,resolved,1.6
8015429,106676,2026-06-25 00:13:00,product,high,resolved,3.4
8015430,102726,2025-11-12 04:49:00,product,low,in_progress,
8015431,105843,2025-09-24 02:50:00,product,low,resolved,12.2
8015432,102163,2026-05-14 15:02:00,product,low,open,
8015433,109234,2026-04-17 18:51:00,account,high,resolved,8.9
8015434,108416,2025-03-07 14:21:00,account,low,resolved,20.7
8015435,107391,2025-06-02 22:33:00,payment,low,closed,25.5
8015436,101909,2026-04-13 20:54:00,delivery,urgent,resolved,2.9
8015437,107524,2025-01-15 21:10:00,payment,normal,resolved,9.4
8015438,107545,2025-05-06 16:32:00,payment,normal,resolved,12.5
8015439,102861,2025-05-01 08:45:00,product,normal,resolved,5.8
8015440,109964,2025-12-08 05:41:00,account,low,open,
8015441,109782,2026-02-18 06:48:00,payment,normal,resolved,7.7
8015442,105515,2025-05-15 16:19:00,return,low,resolved,5.4
8015443,105728,2025-09-11 13:10:00,account,low,resolved,11.5
8015444,106249,2025-10-15 02:23:00,return,normal,in_progress,
8015445,103464,2026-02-08 04:27:00,account,low,in_progress,
8015446,105959,2025-08-15 00:09:00,product,high,closed,16.3
8015447,105517,2025-11-26 09:42:00,delivery,normal,resolved,12.0
8015448,100850,2025-12-21 14:17:00,delivery,low,resolved,19.5
8015449,103673,2026-06-08 16:37:00,return,normal,closed,8.8
8015450,105282,2026-04-18 07:26:00,return,low,resolved,10.4
8015451,106512,2025-02-18 00:59:00,delivery,low,closed,3.2
8015452,102824,2026-03-03 06:36:00,payment,urgent,resolved,2.5
8015453,108512,2025-08-10 19:20:00,product,low,resolved,6.3
8015454,106011,2025-03-12 14:19:00,payment,normal,resolved,10.8
8015455,106564,2026-04-07 03:11:00,account,low,resolved,8.7
8015456,106562,2025-03-16 12:45:00,return,low,open,
8015457,103184,2025-06-04 03:06:00,account,low,resolved,48.1
8015458,108386,2026-02-15 11:04:00,delivery,normal,resolved,2.4
8015459,108179,2026-06-12 14:59:00,product,low,resolved,5.4
8015460,108293,2026-04-01 08:02:00,product,low,open,
8015461,107338,2025-11-04 06:29:00,product,low,resolved,3.3
8015462,103273,2025-03-13 18:12:00,delivery,normal,resolved,7.0
8015463,105012,2026-05-21 14:59:00,payment,urgent,resolved,10.7
8015464,100526,2026-03-03 15:26:00,product,high,resolved,12.9
8015465,103948,2026-01-05 23:14:00,account,normal,resolved,11.1
8015466,107609,2025-01-08 20:38:00,product,normal,resolved,7.0
8015467,107314,2025-08-04 20:36:00,account,normal,resolved,5.2
8015468,107179,2025-02-05 06:10:00,payment,normal,closed,12.2
8015469,101704,2025-12-10 11:47:00,return,urgent,closed,9.4
8015470,101800,2026-04-15 08:14:00,payment,low,closed,14.2
8015471,103222,2025-07-09 05:09:00,return,high,open,
8015472,102589,2025-08-01 11:10:00,return,normal,closed,3.7
8015473,106201,2025-12-15 23:52:00,account,urgent,closed,9.2
8015474,103246,2025-12-23 15:55:00,return,high,closed,10.7
8015475,106559,2025-01-08 20:45:00,return,normal,closed,21.5
8015476,100577,2025-08-30 15:47:00,delivery,normal,resolved,43.4
8015477,104973,2025-04-11 12:29:00,delivery,low,closed,10.8
8015478,102056,2025-10-13 16:28:00,return,normal,resolved,4.6
8015479,104471,2026-04-15 03:46:00,payment,low,open,
8015480,104472,2025-02-07 12:53:00,account,low,closed,12.4
8015481,100417,2025-05-30 15:03:00,delivery,low,closed,8.8
8015482,101856,2026-05-22 22:17:00,account,low,in_progress,
8015483,108863,2025-10-07 02:28:00,payment,low,in_progress,
8015484,103719,2025-11-24 00:55:00,return,normal,resolved,8.1
8015485,105620,2025-04-01 04:40:00,product,normal,in_progress,
8015486,109771,2026-05-04 16:38:00,product,low,resolved,10.3
8015487,106087,2025-05-20 06:36:00,payment,normal,in_progress,
8015488,108496,2026-05-01 21:21:00,delivery,normal,closed,8.1
8015489,101057,2025-02-16 05:13:00,delivery,normal,closed,9.1
8015490,101885,2026-01-16 00:35:00,return,normal,closed,10.2
8015491,101386,2025-04-27 09:22:00,product,normal,resolved,15.2
8015492,105855,2025-12-04 03:30:00,payment,high,resolved,3.8
8015493,105361,2025-11-13 10:54:00,product,low,resolved,9.6
8015494,106614,2026-02-25 22:38:00,delivery,normal,resolved,19.8
8015495,101701,2026-03-14 00:03:00,account,low,resolved,4.8
8015496,109399,2025-09-02 08:47:00,return,normal,resolved,10.5
8015497,107924,2025-03-05 00:26:00,delivery,urgent,closed,1.3
8015498,101583,2025-11-13 05:11:00,return,low,resolved,6.8
8015499,108539,2026-06-24 00:51:00,delivery,low,closed,13.7
8015500,104057,2026-06-07 19:59:00,account,normal,resolved,5.7
8015501,100619,2025-12-28 02:00:00,payment,normal,closed,7.0
8015502,101670,2025-12-01 13:21:00,return,normal,in_progress,
8015503,105247,2025-12-12 17:22:00,delivery,low,closed,13.9
8015504,105500,2026-04-01 14:14:00,return,low,closed,3.9
8015505,106689,2025-11-06 18:32:00,payment,high,resolved,8.2
8015506,101996,2025-04-21 05:15:00,payment,normal,resolved,3.7
8015507,100986,2025-02-28 14:49:00,payment,normal,closed,11.5
8015508,101814,2025-01-29 14:19:00,payment,low,resolved,8.9
8015509,107343,2026-01-24 02:51:00,delivery,normal,resolved,20.4
8015510,105440,2025-09-15 16:23:00,product,normal,open,
8015511,106574,2025-04-24 03:06:00,payment,low,closed,14.9
8015512,109274,2025-03-22 07:22:00,account,normal,resolved,9.4
8015513,104741,2025-02-23 04:46:00,product,normal,closed,17.0
8015514,102517,2025-12-31 18:37:00,product,normal,resolved,7.5
8015515,109804,2026-05-31 23:20:00,delivery,normal,resolved,10.1
8015516,106620,2026-06-01 20:56:00,product,low,resolved,21.9
8015517,102147,2025-12-03 09:31:00,product,low,in_progress,
8015518,101528,2025-09-28 01:33:00,product,low,resolved,6.9
8015519,106730,2025-02-27 13:39:00,product,low,open,
8015520,104840,2025-05-28 05:31:00,return,low,resolved,10.3
8015521,101707,2025-05-05 09:38:00,delivery,normal,in_progress,
8015522,108979,2025-05-02 03:04:00,payment,normal,open,
